"id","EAP","HPL","MWS"
"id02800",0.32,0.56,0.12
"id02804",0.96,0.04,0
"id02808",0.36,0.3,0.34
"id02814",0.36,0.46,0.18
"id02816",0.78,0.2,0.02
"id02821",0.26,0.48,0.26
"id02826",0.58,0.3,0.12
"id02829",0.32,0.06,0.62
"id02832",0.26,0.6,0.14
"id02837",0.52,0.14,0.34
"id02842",0.7,0.3,0
"id02843",0.6,0.08,0.32
"id02844",0.8,0.12,0.08
"id02845",0.62,0.02,0.36
"id02847",0.4,0.46,0.14
"id02851",0.62,0.16,0.22
"id02853",0.68,0.28,0.04
"id02857",0.92,0.06,0.02
"id02860",0.32,0.56,0.12
"id02862",0.72,0.18,0.1
"id02866",0.3,0.54,0.16
"id02869",0.8,0.08,0.12
"id02879",0.38,0.16,0.46
"id02880",0.98,0,0.02
"id02882",0.46,0.32,0.22
"id02890",0.48,0.46,0.06
"id02892",0.1,0.74,0.16
"id02895",0.4,0.4,0.2
"id02903",0.96,0,0.04
"id02906",0.38,0.48,0.14
"id02907",0.3,0.38,0.32
"id02910",0.44,0.52,0.04
"id02916",0.26,0.38,0.36
"id02917",0.72,0.16,0.12
"id02918",0.24,0.72,0.04
"id02919",0.38,0.58,0.04
"id02925",0.44,0.5,0.06
"id02926",0.38,0.16,0.46
"id02933",0.52,0.2,0.28
"id02934",0.98,0,0.02
"id02938",0.28,0.52,0.2
"id02940",0.32,0.56,0.12
"id02954",0.64,0,0.36
"id02958",0.82,0.08,0.1
"id02962",0.14,0.38,0.48
"id02966",0.4,0.4,0.2
"id02968",0.42,0.06,0.52
"id02974",0.42,0.28,0.3
"id02979",0.68,0.22,0.1
"id02982",0.52,0.36,0.12
"id02984",0.84,0.12,0.04
"id02988",0.24,0.46,0.3
"id02989",0.62,0.16,0.22
"id02996",0.36,0.02,0.62
"id03002",0.44,0.06,0.5
"id03006",0.8,0.16,0.04
"id03007",0.38,0.34,0.28
"id03013",0.52,0.46,0.02
"id03014",0.04,0.74,0.22
"id03021",0.22,0.64,0.14
"id03025",0.22,0.14,0.64
"id03026",0.24,0.32,0.44
"id03027",0.52,0.18,0.3
"id03029",0.8,0.02,0.18
"id03032",0.54,0.26,0.2
"id03034",0.24,0.68,0.08
"id03039",0.86,0.14,0
"id03044",0.6,0.24,0.16
"id03045",0.36,0.12,0.52
"id03046",0.1,0.66,0.24
"id03053",0.64,0.18,0.18
"id03058",0.26,0.52,0.22
"id03061",0.36,0.28,0.36
"id03069",0.94,0.04,0.02
"id03073",0.4,0.22,0.38
"id03074",0.44,0.48,0.08
"id03076",0.68,0.06,0.26
"id03078",0.64,0.22,0.14
"id03081",0.6,0.08,0.32
"id03083",0.86,0.06,0.08
"id03086",0.22,0.18,0.6
"id03088",0.16,0.38,0.46
"id03093",0.72,0.16,0.12
"id03094",0.12,0.72,0.16
"id03101",0.32,0.4,0.28
"id03102",0.94,0,0.06
"id03104",0.64,0.16,0.2
"id03107",0.7,0.06,0.24
"id03108",0.24,0.44,0.32
"id03109",0.28,0.56,0.16
"id03113",0.2,0.16,0.64
"id03117",0.22,0.72,0.06
"id03120",0.36,0.1,0.54
"id03129",0.62,0.02,0.36
"id03131",0.34,0.62,0.04
"id03132",0.3,0.48,0.22
"id03135",0.58,0.4,0.02
"id03138",0.7,0.16,0.14
"id03140",0.84,0.04,0.12
"id03142",0.56,0,0.44
"id03147",0.26,0.18,0.56
"id03153",0.72,0.1,0.18
"id03154",0.64,0,0.36
"id03155",0.42,0.4,0.18
"id03156",0.46,0.28,0.26
"id03163",0.32,0.04,0.64
"id03167",0.42,0.02,0.56
"id03170",1,0,0
"id03176",0.84,0.12,0.04
"id03178",0.7,0.1,0.2
"id03179",0.62,0.36,0.02
"id03184",0.18,0.46,0.36
"id03185",0.56,0.14,0.3
"id03187",0.5,0.4,0.1
"id03191",0.94,0.06,0
"id03200",0.7,0.2,0.1
"id03201",0.54,0.04,0.42
"id03204",0.36,0.3,0.34
"id03213",0.64,0.14,0.22
"id03217",0.46,0.28,0.26
"id03223",0.24,0.66,0.1
"id03225",0.86,0.04,0.1
"id03227",0.98,0.02,0
"id03231",0.42,0.42,0.16
"id03232",0.36,0.22,0.42
"id03245",0.16,0.56,0.28
"id03246",0.78,0.12,0.1
"id03249",0.64,0.28,0.08
"id03250",0.32,0.44,0.24
"id03254",0.28,0.52,0.2
"id03255",0.78,0.12,0.1
"id03257",0.3,0.36,0.34
"id03265",0.4,0.58,0.02
"id03270",0.44,0.52,0.04
"id03272",0.46,0.34,0.2
"id03275",0.68,0.1,0.22
"id03276",0.18,0.2,0.62
"id03278",0.62,0.04,0.34
"id03280",0.28,0.34,0.38
"id03281",0.14,0.64,0.22
"id03289",0.6,0.36,0.04
"id03291",0.52,0.02,0.46
"id03293",0.72,0.1,0.18
"id03296",0.38,0.46,0.16
"id03299",0.7,0.08,0.22
"id03301",0.6,0.28,0.12
"id03303",0.48,0.22,0.3
"id03305",0.64,0,0.36
"id03306",0.34,0.14,0.52
"id03309",0.46,0.32,0.22
"id03313",0.52,0.04,0.44
"id03320",0.8,0.1,0.1
"id03323",0.76,0.16,0.08
"id03326",0.18,0.14,0.68
"id03327",0.58,0.12,0.3
"id03331",0.42,0.52,0.06
"id03335",0.76,0.2,0.04
"id03339",0.4,0.58,0.02
"id03346",0.74,0.24,0.02
"id03351",0.18,0.52,0.3
"id03354",0.6,0.38,0.02
"id03358",0.72,0.04,0.24
"id03359",0.58,0.34,0.08
"id03368",0.44,0.26,0.3
"id03370",0.14,0.5,0.36
"id03373",0.5,0.28,0.22
"id03374",0.28,0.46,0.26
"id03378",0.36,0.52,0.12
"id03386",0.26,0.1,0.64
"id03387",0.38,0.08,0.54
"id03389",1,0,0
"id03392",1,0,0
"id03403",0.12,0.2,0.68
"id03410",0.68,0.32,0
"id03419",0.54,0.06,0.4
"id03433",0.3,0.42,0.28
"id03434",0.32,0.44,0.24
"id03435",0.34,0.1,0.56
"id03438",0.34,0.02,0.64
"id03439",0.64,0.16,0.2
"id03441",0.68,0.16,0.16
"id03445",0.96,0.04,0
"id03451",0.68,0.28,0.04
"id03454",0.42,0.04,0.54
"id03456",0.86,0.08,0.06
"id03464",0.68,0.2,0.12
"id03466",0.58,0.34,0.08
"id03470",0.26,0.28,0.46
"id03473",0.4,0.46,0.14
"id03475",0.36,0.46,0.18
"id03482",0.64,0.04,0.32
"id03485",0.28,0.7,0.02
"id03497",0.6,0.26,0.14
"id03502",0.66,0.3,0.04
"id03505",0.36,0.38,0.26
"id03511",0.6,0.06,0.34
"id03523",0.86,0.14,0
"id03524",0.68,0.28,0.04
"id03530",0.72,0,0.28
"id03533",0.3,0.58,0.12
"id03535",0.34,0.5,0.16
"id03536",0.54,0.28,0.18
"id03537",0.22,0.58,0.2
"id03545",0.5,0.38,0.12
"id03546",0.36,0.48,0.16
"id03548",0.24,0.1,0.66
"id03552",0.54,0.32,0.14
"id03554",0.5,0.4,0.1
"id03560",0.38,0.56,0.06
"id03563",0.26,0.66,0.08
"id03568",0.9,0.06,0.04
"id03571",0.28,0.62,0.1
"id03576",0.78,0.08,0.14
"id03577",0.96,0.02,0.02
"id03578",0.72,0.14,0.14
"id03580",0.18,0.48,0.34
"id03581",0.44,0.1,0.46
"id03589",0.56,0.42,0.02
"id03596",0.4,0.5,0.1
"id03600",0.86,0.1,0.04
"id03604",0.18,0.72,0.1
"id03605",0.96,0.02,0.02
"id03609",0.3,0.54,0.16
"id03613",0.26,0.32,0.42
"id03617",0.82,0,0.18
"id03618",0.7,0.24,0.06
"id03626",0.32,0.06,0.62
"id03629",0.86,0.1,0.04
"id03631",0.36,0.52,0.12
"id03634",0.38,0.26,0.36
"id03636",0.28,0.24,0.48
"id03639",0.66,0.2,0.14
"id03643",0.58,0.3,0.12
"id03644",0.26,0.68,0.06
"id03648",0.88,0.04,0.08
"id03649",0.16,0.68,0.16
"id03652",0.56,0.06,0.38
"id03661",0.88,0.06,0.06
"id03667",0.8,0.1,0.1
"id03668",0.72,0.08,0.2
"id03671",0.46,0.54,0
"id03672",0.16,0.58,0.26
"id03675",0.22,0.72,0.06
"id03677",0.76,0.12,0.12
"id03679",0.9,0.02,0.08
"id03683",0.5,0.2,0.3
"id03684",0.88,0.04,0.08
"id03697",0.4,0.56,0.04
"id03698",0.74,0.2,0.06
"id03703",0.8,0.12,0.08
"id03705",0.48,0.34,0.18
"id03714",0.14,0.68,0.18
"id03715",0.58,0.34,0.08
"id03718",0.52,0.2,0.28
"id03720",0.34,0.5,0.16
"id03721",0.38,0.42,0.2
"id03725",0.3,0.06,0.64
"id03727",0.98,0.02,0
"id03728",0.32,0.22,0.46
"id03740",0.4,0.52,0.08
"id03747",0.62,0.1,0.28
"id03750",0.48,0.08,0.44
"id03762",0.42,0.18,0.4
"id03763",0.76,0.18,0.06
"id03773",0.28,0.56,0.16
"id03777",0.24,0.28,0.48
"id03781",0.28,0.28,0.44
"id03783",0.8,0.14,0.06
"id03784",0.68,0.14,0.18
"id03788",0.78,0.16,0.06
"id03789",0.6,0.14,0.26
"id03792",0.28,0.6,0.12
"id03793",0.2,0.6,0.2
"id03797",0.28,0.06,0.66
"id03798",0.44,0.3,0.26
"id03801",0.58,0.12,0.3
"id03802",0.32,0.02,0.66
"id03806",0.14,0.12,0.74
"id03812",0.66,0.22,0.12
"id03817",0.52,0.26,0.22
"id03823",1,0,0
"id03829",0.76,0.18,0.06
"id03830",0.28,0.26,0.46
"id03831",0.64,0.14,0.22
"id03838",0.42,0.54,0.04
"id03839",0.86,0.14,0
"id03843",0.6,0.34,0.06
"id03844",0.94,0.04,0.02
"id03848",0.48,0.42,0.1
"id03860",0.18,0.6,0.22
"id03861",0.48,0.5,0.02
"id03863",0.9,0,0.1
"id03875",0.28,0.48,0.24
"id03878",0.12,0.76,0.12
"id03879",0.6,0.3,0.1
"id03887",0.72,0.14,0.14
"id03888",0.52,0.38,0.1
"id03889",0.5,0.46,0.04
"id03891",0.82,0.1,0.08
"id03895",0.58,0.02,0.4
"id03898",0.46,0.46,0.08
"id03899",0.6,0.24,0.16
"id03901",0.28,0.64,0.08
"id03903",0.56,0.36,0.08
"id03908",0.42,0.38,0.2
"id03914",0.54,0,0.46
"id03917",0.64,0.14,0.22
"id03926",0.38,0.44,0.18
"id03928",0.56,0.2,0.24
"id03934",0.4,0.44,0.16
"id03937",0.24,0.14,0.62
"id03942",0.64,0.28,0.08
"id03953",0.26,0.28,0.46
"id03954",0.94,0.04,0.02
"id03957",0.42,0.06,0.52
"id03958",0.46,0.18,0.36
"id03959",0.94,0.02,0.04
"id03960",0.74,0.08,0.18
"id03963",0.76,0.02,0.22
"id03965",0.38,0,0.62
"id03967",0.26,0.62,0.12
"id03972",0.64,0.34,0.02
"id03980",0.46,0.32,0.22
"id03983",0.5,0.4,0.1
"id03989",0.84,0.06,0.1
"id03990",0.58,0.22,0.2
"id03991",0.62,0.06,0.32
"id03995",0.48,0.46,0.06
"id03999",0.16,0.54,0.3
"id04002",0.44,0.14,0.42
"id04004",1,0,0
"id04006",0.84,0.06,0.1
"id04009",0.14,0.52,0.34
"id04010",0.12,0.38,0.5
"id04011",0.12,0.48,0.4
"id04018",0.58,0.02,0.4
"id04019",0.28,0.24,0.48
"id04020",0.2,0.32,0.48
"id04024",0.3,0.52,0.18
"id04027",0.9,0.06,0.04
"id04028",0.6,0.38,0.02
"id04033",0.32,0.54,0.14
"id04034",0.24,0.6,0.16
"id04036",0.22,0.26,0.52
"id04039",0.7,0.22,0.08
"id04044",0.28,0.68,0.04
"id04045",0.26,0.22,0.52
"id04050",0.18,0.22,0.6
"id04053",0.36,0.06,0.58
"id04057",0.66,0.04,0.3
"id04060",0.8,0.02,0.18
"id04066",0.34,0.56,0.1
"id04072",0.74,0,0.26
"id04073",0.86,0.08,0.06
"id04074",0.24,0.62,0.14
"id04076",0.44,0.34,0.22
"id04078",0.42,0.36,0.22
"id04081",0.86,0.04,0.1
"id04083",0.48,0.38,0.14
"id04097",0.58,0.16,0.26
"id04099",1,0,0
"id04100",0.46,0.46,0.08
"id04101",0.3,0.24,0.46
"id04102",0.24,0.12,0.64
"id04105",0.32,0.44,0.24
"id04106",0.4,0.44,0.16
"id04111",0.5,0.08,0.42
"id04124",0.52,0.18,0.3
"id04142",0.46,0.36,0.18
"id04146",0.46,0.22,0.32
"id04149",0.42,0.38,0.2
"id04156",0.8,0,0.2
"id04157",0.9,0.08,0.02
"id04158",0.1,0.5,0.4
"id04161",0.74,0.12,0.14
"id04164",0.38,0.54,0.08
"id04171",0.22,0.34,0.44
"id04174",0.42,0.32,0.26
"id04178",0.52,0.34,0.14
"id04181",0.3,0.64,0.06
"id04182",0.3,0.52,0.18
"id04185",0.42,0.5,0.08
"id04186",0.96,0.04,0
"id04188",0.5,0.5,0
"id04190",0.48,0.32,0.2
"id04196",0.52,0.48,0
"id04201",0.38,0.04,0.58
"id04204",0.4,0.58,0.02
"id04211",0.64,0.18,0.18
"id04214",0.26,0.52,0.22
"id04217",0.18,0.16,0.66
"id04218",0.54,0.16,0.3
"id04222",0.46,0.38,0.16
"id04223",0.36,0.46,0.18
"id04224",0.14,0.62,0.24
"id04227",0.8,0.06,0.14
"id04233",0.68,0.2,0.12
"id04235",0.62,0,0.38
"id04236",0.56,0.4,0.04
"id04237",0.82,0.06,0.12
"id04241",0.26,0.4,0.34
"id04242",0.84,0.08,0.08
"id04243",0.56,0.2,0.24
"id04246",1,0,0
"id04247",0.38,0.22,0.4
"id04248",0.82,0.06,0.12
"id04264",0.18,0.56,0.26
"id04266",0.68,0.02,0.3
"id04272",0.6,0.24,0.16
"id04273",0.52,0.14,0.34
"id04274",0.8,0.02,0.18
"id04281",0.28,0.54,0.18
"id04282",0.52,0.32,0.16
"id04283",0.72,0.16,0.12
"id04285",0.78,0.02,0.2
"id04286",0.08,0.72,0.2
"id04289",0.92,0.02,0.06
"id04303",0.52,0.3,0.18
"id04307",0.38,0.24,0.38
"id04309",0.52,0.26,0.22
"id04313",0.16,0.3,0.54
"id04318",0.84,0.02,0.14
"id04319",0.98,0,0.02
"id04325",0.62,0.02,0.36
"id04330",0.96,0.04,0
"id04338",0.56,0.24,0.2
"id04340",0.3,0.44,0.26
"id04341",0.32,0.54,0.14
"id04344",0.54,0.32,0.14
"id04345",0.68,0.22,0.1
"id04349",0.16,0.14,0.7
"id04356",0.52,0.06,0.42
"id04357",0.76,0.14,0.1
"id04359",0.46,0.24,0.3
"id04361",0.22,0.42,0.36
"id04365",0.26,0.44,0.3
"id04366",0.34,0.54,0.12
"id04367",0.44,0.2,0.36
"id04368",0.64,0.08,0.28
"id04369",0.34,0.32,0.34
"id04371",0.22,0.06,0.72
"id04372",0.4,0.4,0.2
"id04374",0.16,0.36,0.48
"id04379",0.56,0.38,0.06
"id04381",0.34,0.4,0.26
"id04388",0.16,0.42,0.42
"id04390",0.5,0.28,0.22
"id04399",0.38,0.42,0.2
"id04403",0.5,0.2,0.3
"id04409",0.64,0.28,0.08
"id04417",0.06,0.24,0.7
"id04422",0.18,0.42,0.4
"id04423",0.58,0.26,0.16
"id04427",0.94,0.04,0.02
"id04429",0.26,0.42,0.32
"id04430",0.28,0.62,0.1
"id04432",1,0,0
"id04434",0.26,0.46,0.28
"id04435",0.46,0.02,0.52
"id04437",0.6,0.2,0.2
"id04438",0.38,0.1,0.52
"id04447",0.72,0.04,0.24
"id04448",0.28,0.46,0.26
"id04449",0.76,0.02,0.22
"id04453",0.14,0.7,0.16
"id04457",0.28,0.62,0.1
"id04460",0.34,0.06,0.6
"id04465",0.72,0.28,0
"id04466",0.5,0.16,0.34
"id04469",0.6,0.16,0.24
"id04471",0.76,0.1,0.14
"id04479",0.46,0.4,0.14
"id04480",0.54,0.44,0.02
"id04484",0.62,0.14,0.24
"id04488",0.56,0.14,0.3
"id04489",0.32,0.06,0.62
"id04492",0.46,0.28,0.26
"id04493",0.7,0.24,0.06
"id04495",0.24,0.76,0
"id04497",0.56,0.4,0.04
"id04501",0.86,0.12,0.02
"id04504",0.46,0,0.54
"id04505",0.94,0.02,0.04
"id04506",0.64,0.28,0.08
"id04508",0.66,0.26,0.08
"id04513",0.38,0.28,0.34
"id04514",0.4,0.24,0.36
"id04518",0.22,0.7,0.08
"id04523",0.98,0.02,0
"id04524",0.38,0.46,0.16
"id04526",0.22,0.48,0.3
"id04528",0.62,0.04,0.34
"id04534",0.42,0.36,0.22
"id04537",0.5,0.02,0.48
"id04539",0.48,0.22,0.3
"id04551",0.84,0.1,0.06
"id04556",0.4,0.36,0.24
"id04557",0.2,0.42,0.38
"id04562",1,0,0
"id04567",0.64,0.34,0.02
"id04569",0.6,0.28,0.12
"id04576",0.26,0.68,0.06
"id04579",0.58,0.18,0.24
"id04580",0.38,0.16,0.46
"id04581",0.12,0.46,0.42
"id04582",0.18,0.12,0.7
"id04583",0.42,0.5,0.08
"id04587",0.02,0.66,0.32
"id04594",0.22,0.2,0.58
"id04599",0.3,0.02,0.68
"id04600",0.18,0.7,0.12
"id04601",0.28,0.5,0.22
"id04605",0.5,0.38,0.12
"id04607",0.16,0.64,0.2
"id04610",0.48,0.48,0.04
"id04612",0.22,0.14,0.64
"id04616",0.38,0.42,0.2
"id04619",0.16,0.1,0.74
"id04623",0.68,0.24,0.08
"id04629",0.18,0.24,0.58
"id04631",0.34,0.38,0.28
"id04632",0.22,0.32,0.46
"id04635",0.72,0,0.28
"id04639",0.24,0.42,0.34
"id04641",0.94,0,0.06
"id04647",0.76,0.02,0.22
"id04648",0.72,0.22,0.06
"id04654",0.72,0.26,0.02
"id04655",0.38,0.14,0.48
"id04658",0.32,0.44,0.24
"id04659",0.64,0.18,0.18
"id04660",0.96,0.04,0
"id04662",0.54,0.22,0.24
"id04670",0.44,0.54,0.02
"id04678",0.08,0.58,0.34
"id04683",0.26,0.16,0.58
"id04688",0.8,0.04,0.16
"id04692",0.62,0.18,0.2
"id04696",0.66,0.12,0.22
"id04701",0.64,0,0.36
"id04702",0.62,0.12,0.26
"id04705",0.04,0.7,0.26
"id04717",0.38,0.46,0.16
"id04724",0.44,0.42,0.14
"id04726",0.5,0.28,0.22
"id04727",0.58,0.1,0.32
"id04728",0.56,0.34,0.1
"id04734",0.28,0.32,0.4
"id04735",0.78,0.12,0.1
"id04738",0.74,0.1,0.16
"id04740",0.56,0.22,0.22
"id04744",0.98,0.02,0
"id04746",0.16,0.76,0.08
"id04747",0.34,0.12,0.54
"id04760",0.54,0.18,0.28
"id04764",0.62,0.02,0.36
"id04770",0.66,0.16,0.18
"id04776",0.16,0.68,0.16
"id04778",0.38,0.16,0.46
"id04779",0.74,0.22,0.04
"id04780",0.36,0.1,0.54
"id04781",0.6,0.06,0.34
"id04784",0.46,0.42,0.12
"id04785",0.7,0.24,0.06
"id04797",0.84,0.14,0.02
"id04798",0.74,0,0.26
"id04799",0.68,0.2,0.12
"id04802",0.34,0.44,0.22
"id04803",0.6,0.24,0.16
"id04804",0.56,0.16,0.28
"id04805",0.28,0.22,0.5
"id04807",0.5,0.32,0.18
"id04810",0.36,0.16,0.48
"id04811",0.96,0.04,0
"id04814",0.94,0,0.06
"id04821",0.18,0.64,0.18
"id04825",0.16,0.7,0.14
"id04826",0.58,0.34,0.08
"id04833",0.46,0.54,0
"id04834",0.78,0.04,0.18
"id04837",0.76,0.18,0.06
"id04839",0.16,0.4,0.44
"id04842",0.5,0.1,0.4
"id04845",0.38,0.34,0.28
"id04847",0.34,0.16,0.5
"id04848",0.54,0.36,0.1
"id04849",0.04,0.52,0.44
"id04850",0.6,0.1,0.3
"id04851",0.36,0.16,0.48
"id04852",0.22,0.12,0.66
"id04855",0.36,0.42,0.22
"id04860",0.36,0.02,0.62
"id04870",0.4,0.6,0
"id04873",0.7,0.2,0.1
"id04877",0.56,0.02,0.42
"id04880",0.46,0.48,0.06
"id04884",0.3,0.28,0.42
"id04885",0.68,0.16,0.16
"id04887",0.68,0.1,0.22
"id04890",0.44,0.18,0.38
"id04893",0.66,0.22,0.12
"id04902",0.22,0.1,0.68
"id04903",0.28,0.3,0.42
"id04907",0.54,0.1,0.36
"id04908",0.24,0.06,0.7
"id04912",0.54,0.2,0.26
"id04913",0.38,0.4,0.22
"id04915",0.8,0,0.2
"id04919",0.9,0,0.1
"id04924",0.52,0.24,0.24
"id04934",0.98,0,0.02
"id04938",0.62,0.02,0.36
"id04940",0.48,0.3,0.22
"id04941",0.78,0.18,0.04
"id04943",0.62,0.22,0.16
"id04944",1,0,0
"id04951",0.56,0.36,0.08
"id04960",0.52,0.32,0.16
"id04965",0.36,0,0.64
"id04967",0.84,0.1,0.06
"id04968",0.46,0.48,0.06
"id04969",0.34,0.54,0.12
"id04971",0.82,0.02,0.16
"id04975",0.5,0.06,0.44
"id04983",0.22,0.34,0.44
"id04988",0.1,0.52,0.38
"id04991",0.58,0.04,0.38
"id04995",0.76,0.24,0
"id04996",0.7,0.3,0
"id04997",0.88,0.08,0.04
"id05003",0.28,0.06,0.66
"id05005",0.42,0.24,0.34
"id05013",0.46,0.3,0.24
"id05015",0.76,0.24,0
"id05018",0.48,0.34,0.18
"id05019",0.56,0.16,0.28
"id05023",0.16,0.1,0.74
"id05031",0.58,0.34,0.08
"id05036",0.72,0.22,0.06
"id05043",0.48,0.32,0.2
"id05044",0.74,0.02,0.24
"id05048",0.78,0.14,0.08
"id05051",0.6,0,0.4
"id05054",0.08,0.7,0.22
"id05056",0.36,0.22,0.42
"id05057",0.68,0.28,0.04
"id05062",0.24,0.24,0.52
"id05065",0.72,0.08,0.2
"id05072",0.62,0.04,0.34
"id05074",0.58,0.32,0.1
"id05079",0.4,0.3,0.3
"id05080",0.22,0.12,0.66
"id05085",0.5,0.1,0.4
"id05091",0.26,0.42,0.32
"id05094",0.86,0.1,0.04
"id05095",0.98,0,0.02
"id05102",0.62,0.04,0.34
"id05104",0.1,0.3,0.6
"id05108",0.64,0.12,0.24
"id05114",0.64,0.18,0.18
"id05117",0.6,0.38,0.02
"id05123",0.94,0,0.06
"id05125",0.9,0.1,0
"id05127",0.46,0.16,0.38
"id05133",0.52,0.14,0.34
"id05134",0.26,0.48,0.26
"id05135",0.4,0.52,0.08
"id05141",0.08,0.3,0.62
"id05142",0.48,0.44,0.08
"id05146",0.56,0.08,0.36
"id05147",0.54,0.22,0.24
"id05148",0.6,0.14,0.26
"id05152",0.82,0.06,0.12
"id05154",0.66,0.14,0.2
"id05155",0.66,0.12,0.22
"id05158",0.14,0.64,0.22
"id05162",0.76,0.08,0.16
"id05163",0.64,0.3,0.06
"id05167",0.34,0.14,0.52
"id05172",0.66,0.08,0.26
"id05173",0.98,0.02,0
"id05176",0.14,0.86,0
"id05177",0.38,0.38,0.24
"id05180",0.24,0.72,0.04
"id05185",0.52,0.06,0.42
"id05186",0.94,0.02,0.04
"id05191",0.82,0.14,0.04
"id05193",0.38,0.12,0.5
"id05197",0.66,0.26,0.08
"id05200",0.48,0.38,0.14
"id05205",1,0,0
"id05210",0.7,0.1,0.2
"id05211",0.94,0.06,0
"id05214",0.26,0.44,0.3
"id05215",0.36,0.64,0
"id05216",0.44,0.18,0.38
"id05219",0.36,0.12,0.52
"id05221",0.38,0.18,0.44
"id05228",0.62,0.02,0.36
"id05229",0.4,0.4,0.2
"id05232",0.3,0.62,0.08
"id05233",0.8,0.06,0.14
"id05234",0.98,0.02,0
"id05236",0.78,0.2,0.02
"id05238",0.26,0.5,0.24
"id05240",0.62,0.2,0.18
"id05241",0.52,0.32,0.16
"id05243",0.66,0.28,0.06
"id05244",0.44,0.28,0.28
"id05250",0.6,0.24,0.16
"id05251",0.2,0.32,0.48
"id05255",0.24,0.28,0.48
"id05257",0.6,0.02,0.38
"id05259",0.8,0,0.2
"id05260",0.4,0.48,0.12
"id05261",0.6,0.3,0.1
"id05269",0.54,0.14,0.32
"id05271",0.48,0.4,0.12
"id05272",0.72,0.06,0.22
"id05275",0.88,0.08,0.04
"id05280",0.42,0.36,0.22
"id05282",0.26,0.2,0.54
"id05288",0.3,0.44,0.26
"id05289",0.52,0.32,0.16
"id05290",1,0,0
"id05294",0.32,0.44,0.24
"id05295",0.3,0.1,0.6
"id05296",0.82,0.06,0.12
"id05298",0.42,0.22,0.36
"id05301",0.6,0.3,0.1
"id05305",0.6,0.38,0.02
"id05311",0.32,0.46,0.22
"id05321",0.24,0.44,0.32
"id05322",0.86,0,0.14
"id05332",0.76,0.2,0.04
"id05336",0.62,0.34,0.04
"id05341",0.58,0.38,0.04
"id05342",0.66,0.06,0.28
"id05347",0.3,0.4,0.3
"id05349",0.3,0.06,0.64
"id05350",0.7,0.14,0.16
"id05353",0.7,0.14,0.16
"id05355",0.58,0.22,0.2
"id05356",0.56,0.28,0.16
"id05359",0.32,0.1,0.58
"id05365",0.56,0.04,0.4
"id05367",0.14,0.54,0.32
"id05371",0.56,0.28,0.16
"id05372",0.8,0.16,0.04
"id05375",0.16,0,0.84
"id05384",0.56,0.4,0.04
"id05385",0.4,0.4,0.2
"id05387",0.46,0.32,0.22
"id05388",0.68,0.3,0.02
"id05402",0.38,0.1,0.52
"id05412",0.3,0.32,0.38
"id05416",0.78,0.04,0.18
"id05422",0.62,0.28,0.1
"id05423",0.4,0.58,0.02
"id05424",0.36,0.38,0.26
"id05431",0.62,0.08,0.3
"id05432",0.18,0.08,0.74
"id05442",0.72,0.26,0.02
"id05445",0.44,0.54,0.02
"id05448",0.48,0.42,0.1
"id05452",0.86,0.1,0.04
"id05454",0.12,0.54,0.34
"id05455",0.76,0.08,0.16
"id05458",0.32,0.62,0.06
"id05459",0.38,0.3,0.32
"id05461",0.6,0.18,0.22
"id05465",0.46,0.3,0.24
"id05468",0.12,0.22,0.66
"id05472",0.52,0.46,0.02
"id05484",0.12,0.18,0.7
"id05488",0.84,0.16,0
"id05491",0.82,0,0.18
"id05497",0.96,0,0.04
"id05501",0.32,0.14,0.54
"id05505",0.7,0.22,0.08
"id05507",0.88,0.02,0.1
"id05513",0.9,0.02,0.08
"id05521",0.82,0.08,0.1
"id05523",0.9,0.06,0.04
"id05527",0.42,0.34,0.24
"id05529",0.76,0.08,0.16
"id05530",0.26,0.34,0.4
"id05532",0.3,0.16,0.54
"id05534",0.86,0.02,0.12
"id05535",0.42,0.22,0.36
"id05540",0.54,0.32,0.14
"id05544",0.84,0.02,0.14
"id05545",0.52,0.22,0.26
"id05546",0.44,0.48,0.08
"id05547",0.38,0.4,0.22
"id05548",0.2,0.76,0.04
"id05550",1,0,0
"id05551",0.52,0.22,0.26
"id05553",0.56,0.4,0.04
"id05559",0.56,0.22,0.22
"id05562",0.6,0.22,0.18
"id05565",0.54,0.16,0.3
"id05566",0.26,0.66,0.08
"id05567",0.36,0.2,0.44
"id05575",0.42,0.28,0.3
"id05576",0.5,0.22,0.28
"id05580",0.38,0.56,0.06
"id05584",0.24,0.08,0.68
"id05585",0.24,0.56,0.2
"id05586",0.64,0.2,0.16
"id05589",0.92,0,0.08
"id05592",0.62,0.08,0.3
"id05595",0.82,0.14,0.04
"id05596",0.7,0.06,0.24
"id05599",0.44,0.44,0.12
"id05601",0.32,0.38,0.3
"id05602",0.46,0.18,0.36
"id05603",0.26,0.7,0.04
"id05607",0.5,0.34,0.16
"id05609",0.06,0.62,0.32
"id05612",0.62,0.22,0.16
"id05614",0.56,0.4,0.04
"id05621",0.12,0.58,0.3
"id05624",0.8,0.02,0.18
"id05627",0.46,0.12,0.42
"id05629",0.24,0.48,0.28
"id05634",0.68,0.18,0.14
"id05639",0.4,0.12,0.48
"id05647",0.64,0.24,0.12
"id05649",0.96,0.04,0
"id05650",0.22,0.54,0.24
"id05652",0.58,0.38,0.04
"id05653",0.7,0.12,0.18
"id05660",0.5,0.44,0.06
"id05661",0.58,0.32,0.1
